id,name,generation,type_1,type_2,ability_1,ability_2,hidden_ability,is_legendary,hp,atk,def,sp_atk,sp_def,speed,total
645,landorus-incarnate,5,ground,flying,sand-force,,sheer-force,1,89,125,90,115,80,101,600
646,kyurem,5,dragon,ice,pressure,,,1,125,130,90,130,90,95,660
647,keldeo-ordinary,5,water,fighting,justified,,,1,91,72,90,129,90,108,580
648,meloetta-aria,5,normal,psychic,serene-grace,,,1,100,77,77,128,128,90,600
649,genesect,5,bug,steel,download,,,1,71,120,95,120,95,99,600
650,chespin,6,grass,,overgrow,,bulletproof,0,56,61,65,48,45,38,313
651,quilladin,6,grass,,overgrow,,bulletproof,0,61,78,95,56,58,57,405
652,chesnaught,6,grass,fighting,overgrow,,bulletproof,0,88,107,122,74,75,64,530
653,fennekin,6,fire,,blaze,,magician,0,40,45,40,62,60,60,307
654,braixen,6,fire,,blaze,,magician,0,59,59,58,90,70,73,409
655,delphox,6,fire,psychic,blaze,,magician,0,75,69,72,114,100,104,534
656,froakie,6,water,,torrent,,protean,0,41,56,40,62,44,71,314
657,frogadier,6,water,,torrent,,protean,0,54,63,52,83,56,97,405
658,greninja,6,water,dark,torrent,,protean,0,72,95,67,103,71,122,530
659,bunnelby,6,normal,,pickup,cheek-pouch,huge-power,0,38,36,38,32,36,57,237
660,diggersby,6,normal,ground,pickup,cheek-pouch,huge-power,0,85,56,77,50,77,78,423
661,fletchling,6,normal,flying,big-pecks,,gale-wings,0,45,50,43,40,38,62,278
662,fletchinder,6,fire,flying,flame-body,,gale-wings,0,62,73,55,56,52,84,382
663,talonflame,6,fire,flying,flame-body,,gale-wings,0,78,81,71,74,69,126,499
664,scatterbug,6,bug,,shield-dust,compound-eyes,friend-guard,0,38,35,40,27,25,35,200
665,spewpa,6,bug,,shed-skin,,friend-guard,0,45,22,60,27,30,29,213
666,vivillon,6,bug,flying,shield-dust,compound-eyes,friend-guard,0,80,52,50,90,50,89,411
667,litleo,6,fire,normal,rivalry,unnerve,moxie,0,62,50,58,73,54,72,369
668,pyroar,6,fire,normal,rivalry,unnerve,moxie,0,86,68,72,109,66,106,507
669,flabebe,6,fairy,,flower-veil,,symbiosis,0,44,38,39,61,79,42,303
670,floette,6,fairy,,flower-veil,,symbiosis,0,54,45,47,75,98,52,371
671,florges,6,fairy,,flower-veil,,symbiosis,0,78,65,68,112,154,75,552
672,skiddo,6,grass,,sap-sipper,,grass-pelt,0,66,65,48,62,57,52,350
673,gogoat,6,grass,,sap-sipper,,grass-pelt,0,123,100,62,97,81,68,531
674,pancham,6,fighting,,iron-fist,mold-breaker,scrappy,0,67,82,62,46,48,43,348
675,pangoro,6,fighting,dark,iron-fist,mold-breaker,scrappy,0,95,124,78,69,71,58,495
676,furfrou,6,normal,,fur-coat,,,0,75,80,60,65,90,102,472
677,espurr,6,psychic,,keen-eye,infiltrator,own-tempo,0,62,48,54,63,60,68,355
678,meowstic-male,6,psychic,,keen-eye,infiltrator,prankster,0,74,48,76,83,81,104,466
679,honedge,6,steel,ghost,no-guard,,,0,45,80,100,35,37,28,325
680,doublade,6,steel,ghost,no-guard,,,0,59,110,150,45,49,35,448
681,aegislash-shield,6,steel,ghost,stance-change,,,0,60,50,140,50,140,60,500
682,spritzee,6,fairy,,healer,,aroma-veil,0,78,52,60,63,65,23,341
683,aromatisse,6,fairy,,healer,,aroma-veil,0,101,72,72,99,89,29,462
684,swirlix,6,fairy,,sweet-veil,,unburden,0,62,48,66,59,57,49,341
685,slurpuff,6,fairy,,sweet-veil,,unburden,0,82,80,86,85,75,72,480
686,inkay,6,dark,psychic,contrary,suction-cups,infiltrator,0,53,54,53,37,46,45,288
687,malamar,6,dark,psychic,contrary,suction-cups,infiltrator,0,86,92,88,68,75,73,482
688,binacle,6,rock,water,tough-claws,sniper,pickpocket,0,42,52,67,39,56,50,306
689,barbaracle,6,rock,water,tough-claws,sniper,pickpocket,0,72,105,115,54,86,68,500
690,skrelp,6,poison,water,poison-point,poison-touch,adaptability,0,50,60,60,60,60,30,320
691,dragalge,6,poison,dragon,poison-point,poison-touch,adaptability,0,65,75,90,97,123,44,494
692,clauncher,6,water,,mega-launcher,,,0,50,53,62,58,63,44,330
693,clawitzer,6,water,,mega-launcher,,,0,71,73,88,120,89,59,500
694,helioptile,6,electric,normal,dry-skin,sand-veil,solar-power,0,44,38,33,61,43,70,289
695,heliolisk,6,electric,normal,dry-skin,sand-veil,solar-power,0,62,55,52,109,94,109,481
696,tyrunt,6,rock,dragon,strong-jaw,,sturdy,0,58,89,77,45,45,48,362
697,tyrantrum,6,rock,dragon,strong-jaw,,rock-head,0,82,121,119,69,59,71,521
698,amaura,6,rock,ice,refrigerate,,snow-warning,0,77,59,50,67,63,46,362
699,aurorus,6,rock,ice,refrigerate,,snow-warning,0,123,77,72,99,92,58,521
700,sylveon,6,fairy,,cute-charm,,pixilate,0,95,65,65,110,130,60,525
701,hawlucha,6,fighting,flying,limber,unburden,mold-breaker,0,78,92,75,74,63,118,500
702,dedenne,6,electric,fairy,cheek-pouch,pickup,plus,0,67,58,57,81,67,101,431
703,carbink,6,rock,fairy,clear-body,,sturdy,0,50,50,150,50,150,50,500
704,goomy,6,dragon,,sap-sipper,hydration,gooey,0,45,50,35,55,75,40,300
705,sliggoo,6,dragon,,sap-sipper,hydration,gooey,0,68,75,53,83,113,60,452
706,goodra,6,dragon,,sap-sipper,hydration,gooey,0,90,100,70,110,150,80,600
707,klefki,6,steel,fairy,prankster,,magician,0,57,80,91,80,87,75,470
708,phantump,6,ghost,grass,natural-cure,frisk,harvest,0,43,70,48,50,60,38,309
709,trevenant,6,ghost,grass,natural-cure,frisk,harvest,0,85,110,76,65,82,56,474
710,pumpkaboo-average,6,ghost,grass,pickup,frisk,insomnia,0,49,66,70,44,55,51,335
711,gourgeist-average,6,ghost,grass,pickup,frisk,insomnia,0,65,90,122,58,75,84,494
712,bergmite,6,ice,,own-tempo,ice-body,sturdy,0,55,69,85,32,35,28,304
713,avalugg,6,ice,,own-tempo,ice-body,sturdy,0,95,117,184,44,46,28,514
714,noibat,6,flying,dragon,frisk,infiltrator,telepathy,0,40,30,35,45,40,55,245
715,noivern,6,flying,dragon,frisk,infiltrator,telepathy,0,85,70,80,97,80,123,535
716,xerneas,6,fairy,,fairy-aura,,,1,126,131,95,131,98,99,680
717,yveltal,6,dark,flying,dark-aura,,,1,126,131,95,131,98,99,680
718,zygarde-50,6,dragon,ground,aura-break,,,1,108,100,121,81,95,95,600
719,diancie,6,rock,fairy,clear-body,,,1,50,100,150,100,150,50,600
720,hoopa,6,psychic,ghost,magician,,,1,80,110,60,150,130,70,600
721,volcanion,6,fire,water,water-absorb,,,1,80,110,120,130,90,70,600
722,rowlet,7,grass,flying,overgrow,,long-reach,0,68,55,55,50,50,42,320
723,dartrix,7,grass,flying,overgrow,,long-reach,0,78,75,75,70,70,52,420
724,decidueye,7,grass,ghost,overgrow,,long-reach,0,78,107,75,100,100,70,530
725,litten,7,fire,,blaze,,intimidate,0,45,65,40,60,40,70,320
726,torracat,7,fire,,blaze,,intimidate,0,65,85,50,80,50,90,420
727,incineroar,7,fire,dark,blaze,,intimidate,0,95,115,90,80,90,60,530
728,popplio,7,water,,torrent,,liquid-voice,0,50,54,54,66,56,40,320
729,brionne,7,water,,torrent,,liquid-voice,0,60,69,69,91,81,50,420
730,primarina,7,water,fairy,torrent,,liquid-voice,0,80,74,74,126,116,60,530
731,pikipek,7,normal,flying,keen-eye,skill-link,pickup,0,35,75,30,30,30,65,265
732,trumbeak,7,normal,flying,keen-eye,skill-link,pickup,0,55,85,50,40,50,75,355
733,toucannon,7,normal,flying,keen-eye,skill-link,sheer-force,0,80,120,75,75,75,60,485
734,yungoos,7,normal,,stakeout,strong-jaw,adaptability,0,48,70,30,30,30,45,253
735,gumshoos,7,normal,,stakeout,strong-jaw,adaptability,0,88,110,60,55,60,45,418
736,grubbin,7,bug,,swarm,,,0,47,62,45,55,45,46,300
737,charjabug,7,bug,electric,battery,,,0,57,82,95,55,75,36,400
738,vikavolt,7,bug,electric,levitate,,,0,77,70,90,145,75,43,500
739,crabrawler,7,fighting,,hyper-cutter,iron-fist,anger-point,0,47,82,57,42,47,63,338
740,crabominable,7,fighting,ice,hyper-cutter,iron-fist,anger-point,0,97,132,77,62,67,43,478
741,oricorio-baile,7,fire,flying,dancer,,,0,75,70,70,98,70,93,476
742,cutiefly,7,bug,fairy,honey-gather,shield-dust,sweet-veil,0,40,45,40,55,40,84,304
743,ribombee,7,bug,fairy,honey-gather,shield-dust,sweet-veil,0,60,55,60,95,70,124,464
744,rockruff,7,rock,,keen-eye,vital-spirit,steadfast,0,45,65,40,30,40,60,280
745,lycanroc-midday,7,rock,,keen-eye,sand-rush,steadfast,0,75,115,65,55,65,112,487
746,wishiwashi-solo,7,water,,schooling,,,0,45,20,20,25,25,40,175
747,mareanie,7,poison,water,merciless,limber,regenerator,0,50,53,62,43,52,45,305
748,toxapex,7,poison,water,merciless,limber,regenerator,0,50,63,152,53,142,35,495
749,mudbray,7,ground,,own-tempo,stamina,inner-focus,0,70,100,70,45,55,45,385
750,mudsdale,7,ground,,own-tempo,stamina,inner-focus,0,100,125,100,55,85,35,500
751,dewpider,7,water,bug,water-bubble,,water-absorb,0,38,40,52,40,72,27,269
752,araquanid,7,water,bug,water-bubble,,water-absorb,0,68,70,92,50,132,42,454
753,fomantis,7,grass,,leaf-guard,,contrary,0,40,55,35,50,35,35,250
754,lurantis,7,grass,,leaf-guard,,contrary,0,70,105,90,80,90,45,480
755,morelull,7,grass,fairy,illuminate,effect-spore,rain-dish,0,40,35,55,65,75,15,285
756,shiinotic,7,grass,fairy,illuminate,effect-spore,rain-dish,0,60,45,80,90,100,30,405
757,salandit,7,poison,fire,corrosion,,oblivious,0,48,44,40,71,40,77,320
758,salazzle,7,poison,fire,corrosion,,oblivious,0,68,64,60,111,60,117,480
759,stufful,7,normal,fighting,fluffy,klutz,cute-charm,0,70,75,50,45,50,50,340
760,bewear,7,normal,fighting,fluffy,klutz,unnerve,0,120,125,80,55,60,60,500
761,bounsweet,7,grass,,leaf-guard,oblivious,sweet-veil,0,42,30,38,30,38,32,210
762,steenee,7,grass,,leaf-guard,oblivious,sweet-veil,0,52,40,48,40,48,62,290
763,tsareena,7,grass,,leaf-guard,queenly-majesty,sweet-veil,0,72,120,98,50,98,72,510
764,comfey,7,fairy,,flower-veil,triage,natural-cure,0,51,52,90,82,110,100,485
765,oranguru,7,normal,psychic,inner-focus,telepathy,symbiosis,0,90,60,80,90,110,60,490
766,passimian,7,fighting,,receiver,,defiant,0,100,120,90,40,60,80,490
767,wimpod,7,bug,water,wimp-out,,,0,25,35,40,20,30,80,230
768,golisopod,7,bug,water,emergency-exit,,,0,75,125,140,60,90,40,530
769,sandygast,7,ghost,ground,water-compaction,,sand-veil,0,55,55,80,70,45,15,320
770,palossand,7,ghost,ground,water-compaction,,sand-veil,0,85,75,110,100,75,35,480
771,pyukumuku,7,water,,innards-out,,unaware,0,55,60,130,30,130,5,410
772,type-null,7,normal,,battle-armor,,,0,95,95,95,95,95,59,534
773,silvally,7,normal,,rks-system,,,1,95,95,95,95,95,95,570
774,minior-red-meteor,7,rock,flying,shields-down,,,0,60,60,100,60,100,60,440
775,komala,7,normal,,comatose,,,0,65,115,65,75,95,65,480
776,turtonator,7,fire,dragon,shell-armor,,,0,60,78,135,91,85,36,485
777,togedemaru,7,electric,steel,iron-barbs,lightning-rod,sturdy,0,65,98,63,40,73,96,435
778,mimikyu-disguised,7,ghost,fairy,disguise,,,0,55,90,80,50,105,96,476
779,bruxish,7,water,psychic,dazzling,strong-jaw,wonder-skin,0,68,105,70,70,70,92,475
780,drampa,7,normal,dragon,berserk,sap-sipper,cloud-nine,0,78,60,85,135,91,36,485
781,dhelmise,7,ghost,grass,steelworker,,,0,70,131,100,86,90,40,517
782,jangmo-o,7,dragon,,bulletproof,soundproof,overcoat,0,45,55,65,45,45,45,300
783,hakamo-o,7,dragon,fighting,bulletproof,soundproof,overcoat,0,55,75,90,65,70,65,420
784,kommo-o,7,dragon,fighting,bulletproof,soundproof,overcoat,0,75,110,125,100,105,85,600
785,tapu-koko,7,electric,fairy,electric-surge,,telepathy,1,70,115,85,95,75,130,570
786,tapu-lele,7,psychic,fairy,psychic-surge,,telepathy,1,70,85,75,130,115,95,570
787,tapu-bulu,7,grass,fairy,grassy-surge,,telepathy,1,70,130,115,85,95,75,570
788,tapu-fini,7,water,fairy,misty-surge,,telepathy,1,70,75,115,95,130,85,570
789,cosmog,7,psychic,,unaware,,,1,43,29,31,29,31,37,200
790,cosmoem,7,psychic,,sturdy,,,1,43,29,131,29,131,37,400
791,solgaleo,7,psychic,steel,full-metal-body,,,1,137,137,107,113,89,97,680
792,lunala,7,psychic,ghost,shadow-shield,,,1,137,113,89,137,107,97,680
793,nihilego,7,rock,poison,beast-boost,,,0,109,53,47,127,131,103,570
794,buzzwole,7,bug,fighting,beast-boost,,,0,107,139,139,53,53,79,570
795,pheromosa,7,bug,fighting,beast-boost,,,0,71,137,37,137,37,151,570
796,xurkitree,7,electric,,beast-boost,,,0,83,89,71,173,71,83,570
797,celesteela,7,steel,flying,beast-boost,,,0,97,101,103,107,101,61,570
798,kartana,7,grass,steel,beast-boost,,,0,59,181,131,59,31,109,570
799,guzzlord,7,dark,dragon,beast-boost,,,0,223,101,53,97,53,43,570
800,necrozma,7,psychic,,prism-armor,,,1,97,107,101,127,89,79,600
801,magearna,7,steel,fairy,soul-heart,,,1,80,95,115,130,115,65,600
802,marshadow,7,fighting,ghost,technician,,,1,90,125,80,90,90,125,600
803,poipole,7,poison,,beast-boost,,,0,67,73,67,73,67,73,420
804,naganadel,7,poison,dragon,beast-boost,,,0,73,73,73,127,73,121,540
805,stakataka,7,rock,steel,beast-boost,,,0,61,131,211,53,101,13,570
806,blacephalon,7,fire,ghost,beast-boost,,,0,53,127,53,151,79,107,570
807,zeraora,7,electric,,volt-absorb,,,1,88,112,75,102,80,143,600
808,meltan,7,steel,,magnet-pull,,,1,46,65,65,55,35,34,300
809,melmetal,7,steel,,iron-fist,,,1,135,143,143,80,65,34,600
810,grookey,8,grass,,overgrow,,grassy-surge,0,50,65,50,40,40,65,310
811,thwackey,8,grass,,overgrow,,grassy-surge,0,70,85,70,55,60,80,420
812,rillaboom,8,grass,,overgrow,,grassy-surge,0,100,125,90,60,70,85,530
813,scorbunny,8,fire,,blaze,,libero,0,50,71,40,40,40,69,310
814,raboot,8,fire,,blaze,,libero,0,65,86,60,55,60,94,420
815,cinderace,8,fire,,blaze,,libero,0,80,116,75,65,75,119,530
816,sobble,8,water,,torrent,,sniper,0,50,40,40,70,40,70,310
817,drizzile,8,water,,torrent,,sniper,0,65,60,55,95,55,90,420
818,inteleon,8,water,,torrent,,sniper,0,70,85,65,125,65,120,530
819,skwovet,8,normal,,cheek-pouch,,gluttony,0,70,55,55,35,35,25,275
820,greedent,8,normal,,cheek-pouch,,gluttony,0,120,95,95,55,75,20,460
821,rookidee,8,flying,,keen-eye,unnerve,big-pecks,0,38,47,35,33,35,57,245
822,corvisquire,8,flying,,keen-eye,unnerve,big-pecks,0,68,67,55,43,55,77,365
823,corviknight,8,flying,steel,pressure,unnerve,mirror-armor,0,98,87,105,53,85,67,495
824,blipbug,8,bug,,swarm,compound-eyes,telepathy,0,25,20,20,25,45,45,180
825,dottler,8,bug,psychic,swarm,compound-eyes,telepathy,0,50,35,80,50,90,30,335
826,orbeetle,8,bug,psychic,swarm,frisk,telepathy,0,60,45,110,80,120,90,505
827,nickit,8,dark,,run-away,unburden,stakeout,0,40,28,28,47,52,50,245
828,thievul,8,dark,,run-away,unburden,stakeout,0,70,58,58,87,92,90,455
829,gossifleur,8,grass,,cotton-down,regenerator,effect-spore,0,40,40,60,40,60,10,250
830,eldegoss,8,grass,,cotton-down,regenerator,effect-spore,0,60,50,90,80,120,60,460
831,wooloo,8,normal,,fluffy,run-away,bulletproof,0,42,40,55,40,45,48,270
832,dubwool,8,normal,,fluffy,steadfast,bulletproof,0,72,80,100,60,90,88,490
833,chewtle,8,water,,strong-jaw,shell-armor,swift-swim,0,50,64,50,38,38,44,284
834,drednaw,8,water,rock,strong-jaw,shell-armor,swift-swim,0,90,115,90,48,68,74,485
835,yamper,8,electric,,ball-fetch,,rattled,0,59,45,50,40,50,26,270
836,boltund,8,electric,,strong-jaw,,competitive,0,69,90,60,90,60,121,490
837,rolycoly,8,rock,,steam-engine,heatproof,flash-fire,0,30,40,50,40,50,30,240
838,carkol,8,rock,fire,steam-engine,flame-body,flash-fire,0,80,60,90,60,70,50,410
839,coalossal,8,rock,fire,steam-engine,flame-body,flash-fire,0,110,80,120,80,90,30,510
840,applin,8,grass,dragon,ripen,gluttony,bulletproof,0,40,40,80,40,40,20,260
841,flapple,8,grass,dragon,ripen,gluttony,hustle,0,70,110,80,95,60,70,485
842,appletun,8,grass,dragon,ripen,gluttony,thick-fat,0,110,85,80,100,80,30,485
843,silicobra,8,ground,,sand-spit,shed-skin,sand-veil,0,52,57,75,35,50,46,315
844,sandaconda,8,ground,,sand-spit,shed-skin,sand-veil,0,72,107,125,65,70,71,510
845,cramorant,8,flying,water,gulp-missile,,,0,70,85,55,85,95,85,475
846,arrokuda,8,water,,swift-swim,,propeller-tail,0,41,63,40,40,30,66,280
847,barraskewda,8,water,,swift-swim,,propeller-tail,0,61,123,60,60,50,136,490
848,toxel,8,electric,poison,rattled,static,klutz,0,40,38,35,54,35,40,242
849,toxtricity-amped,8,electric,poison,punk-rock,plus,technician,0,75,98,70,114,70,75,502
850,sizzlipede,8,fire,bug,flash-fire,white-smoke,flame-body,0,50,65,45,50,50,45,305
851,centiskorch,8,fire,bug,flash-fire,white-smoke,flame-body,0,100,115,65,90,90,65,525
852,clobbopus,8,fighting,,limber,,technician,0,50,68,60,50,50,32,310
853,grapploct,8,fighting,,limber,,technician,0,80,118,90,70,80,42,480
854,sinistea,8,ghost,,weak-armor,,cursed-body,0,40,45,45,74,54,50,308
855,polteageist,8,ghost,,weak-armor,,cursed-body,0,60,65,65,134,114,70,508
856,hatenna,8,psychic,,healer,anticipation,magic-bounce,0,42,30,45,56,53,39,265
857,hattrem,8,psychic,,healer,anticipation,magic-bounce,0,57,40,65,86,73,49,370
858,hatterene,8,psychic,fairy,healer,anticipation,magic-bounce,0,57,90,95,136,103,29,510
859,impidimp,8,dark,fairy,prankster,frisk,pickpocket,0,45,45,30,55,40,50,265
860,morgrem,8,dark,fairy,prankster,frisk,pickpocket,0,65,60,45,75,55,70,370
861,grimmsnarl,8,dark,fairy,prankster,frisk,pickpocket,0,95,120,65,95,75,60,510
862,obstagoon,8,dark,normal,reckless,guts,defiant,0,93,90,101,60,81,95,520
863,perrserker,8,steel,,battle-armor,tough-claws,steely-spirit,0,70,110,100,50,60,50,440
864,cursola,8,ghost,,weak-armor,,perish-body,0,60,95,50,145,130,30,510
865,sirfetchd,8,fighting,,steadfast,,scrappy,0,62,135,95,68,82,65,507
866,mr-rime,8,ice,psychic,tangled-feet,screen-cleaner,ice-body,0,80,85,75,110,100,70,520
867,runerigus,8,ground,ghost,wandering-spirit,,,0,58,95,145,50,105,30,483
868,milcery,8,fairy,,sweet-veil,,aroma-veil,0,45,40,40,50,61,34,270
869,alcremie,8,fairy,,sweet-veil,,aroma-veil,0,65,60,75,110,121,64,495
870,falinks,8,fighting,,battle-armor,,defiant,0,65,100,100,70,60,75,470
871,pincurchin,8,electric,,lightning-rod,,electric-surge,0,48,101,95,91,85,15,435
872,snom,8,ice,bug,shield-dust,,ice-scales,0,30,25,35,45,30,20,185
873,frosmoth,8,ice,bug,shield-dust,,ice-scales,0,70,65,60,125,90,65,475
874,stonjourner,8,rock,,power-spot,,,0,100,125,135,20,20,70,470
875,eiscue-ice,8,ice,,ice-face,,,0,75,80,110,65,90,50,470
876,indeedee-male,8,psychic,normal,inner-focus,synchronize,psychic-surge,0,60,65,55,105,95,95,475
877,morpeko-full-belly,8,electric,dark,hunger-switch,,,0,58,95,58,70,58,97,436
878,cufant,8,steel,,sheer-force,,heavy-metal,0,72,80,49,40,49,40,330
879,copperajah,8,steel,,sheer-force,,heavy-metal,0,122,130,69,80,69,30,500
880,dracozolt,8,electric,dragon,volt-absorb,hustle,sand-rush,0,90,100,90,80,70,75,505
881,arctozolt,8,electric,ice,volt-absorb,static,slush-rush,0,90,100,90,90,80,55,505
882,dracovish,8,water,dragon,water-absorb,strong-jaw,sand-rush,0,90,90,100,70,80,75,505
883,arctovish,8,water,ice,water-absorb,ice-body,slush-rush,0,90,90,100,80,90,55,505
884,duraludon,8,steel,dragon,light-metal,heavy-metal,stalwart,0,70,95,115,120,50,85,535
885,dreepy,8,dragon,ghost,clear-body,infiltrator,cursed-body,0,28,60,30,40,30,82,270
886,drakloak,8,dragon,ghost,clear-body,infiltrator,cursed-body,0,68,80,50,60,50,102,410
887,dragapult,8,dragon,ghost,clear-body,infiltrator,cursed-body,0,88,120,75,100,75,142,600
888,zacian,8,fairy,,intrepid-sword,,,1,92,120,115,80,115,138,660
889,zamazenta,8,fighting,,dauntless-shield,,,1,92,120,115,80,115,138,660
890,eternatus,8,poison,dragon,pressure,,,1,140,85,95,145,95,130,690
891,kubfu,8,fighting,,inner-focus,,,1,60,90,60,53,50,72,385
892,urshifu-single-strike,8,fighting,dark,unseen-fist,,,1,100,130,100,63,60,97,550
893,zarude,8,dark,grass,leaf-guard,,,1,105,120,105,70,95,105,600
894,regieleki,8,electric,,transistor,,,1,80,100,50,100,50,200,580
895,regidrago,8,dragon,,dragons-maw,,,1,200,100,50,100,50,80,580
896,glastrier,8,ice,,chilling-neigh,,,1,100,145,130,65,110,30,580
897,spectrier,8,ghost,,grim-neigh,,,1,100,65,60,145,80,130,580
898,calyrex,8,psychic,grass,unnerve,,,1,100,80,80,80,80,80,500
899,wyrdeer,8,normal,psychic,intimidate,frisk,sap-sipper,0,103,105,72,105,75,65,525
900,kleavor,8,bug,rock,swarm,sheer-force,sharpness,0,70,135,95,45,70,85,500
901,ursaluna,8,ground,normal,guts,bulletproof,unnerve,0,130,140,105,45,80,50,550
902,basculegion-male,8,water,ghost,swift-swim,adaptability,mold-breaker,0,120,112,65,80,75,78,530
903,sneasler,8,fighting,poison,pressure,unburden,poison-touch,0,80,130,60,40,80,120,510
904,overqwil,8,dark,poison,poison-point,swift-swim,intimidate,0,85,115,95,65,65,85,510
905,enamorus-incarnate,8,fairy,flying,cute-charm,,contrary,1,74,115,70,135,80,106,580
906,sprigatito,9,grass,,overgrow,,protean,0,40,61,54,45,45,65,310
907,floragato,9,grass,,overgrow,,protean,0,61,80,63,60,63,83,410
908,meowscarada,9,grass,dark,overgrow,,protean,0,76,110,70,81,70,123,530
909,fuecoco,9,fire,,blaze,,unaware,0,67,45,59,63,40,36,310
910,crocalor,9,fire,,blaze,,unaware,0,81,55,78,90,58,49,411
911,skeledirge,9,fire,ghost,blaze,,unaware,0,104,75,100,110,75,66,530
912,quaxly,9,water,,torrent,,moxie,0,55,65,45,50,45,50,310
913,quaxwell,9,water,,torrent,,moxie,0,70,85,65,65,60,65,410
914,quaquaval,9,water,fighting,torrent,,moxie,0,85,120,80,85,75,85,530
915,lechonk,9,normal,,aroma-veil,gluttony,thick-fat,0,54,45,40,35,45,35,254
916,oinkologne-male,9,normal,,lingering-aroma,gluttony,thick-fat,0,110,100,75,59,80,65,489
917,tarountula,9,bug,,insomnia,,stakeout,0,35,41,45,29,40,20,210
918,spidops,9,bug,,insomnia,,stakeout,0,60,79,92,52,86,35,404
919,nymble,9,bug,,swarm,,tinted-lens,0,33,46,40,21,25,45,210
920,lokix,9,bug,dark,swarm,,tinted-lens,0,71,102,78,52,55,92,450
921,pawmi,9,electric,,static,natural-cure,iron-fist,0,45,50,20,40,25,60,240
922,pawmo,9,electric,fighting,volt-absorb,natural-cure,iron-fist,0,60,75,40,50,40,85,350
923,pawmot,9,electric,fighting,volt-absorb,natural-cure,iron-fist,0,70,115,70,70,60,105,490
924,tandemaus,9,normal,,run-away,pickup,own-tempo,0,50,50,45,40,45,75,305
925,maushold-family-of-four,9,normal,,friend-guard,cheek-pouch,technician,0,74,75,70,65,75,111,470
926,fidough,9,fairy,,own-tempo,,klutz,0,37,55,70,30,55,65,312
927,dachsbun,9,fairy,,well-baked-body,,aroma-veil,0,57,80,115,50,80,95,477
928,smoliv,9,grass,normal,early-bird,,harvest,0,41,35,45,58,51,30,260
929,dolliv,9,grass,normal,early-bird,,harvest,0,52,53,60,78,78,33,354
930,arboliva,9,grass,normal,seed-sower,,harvest,0,78,69,90,125,109,39,510
931,squawkabilly-green-plumage,9,normal,flying,intimidate,hustle,guts,0,82,96,51,45,51,92,417
932,nacli,9,rock,,purifying-salt,sturdy,clear-body,0,55,55,75,35,35,25,280
933,naclstack,9,rock,,purifying-salt,sturdy,clear-body,0,60,60,100,35,65,35,355
934,garganacl,9,rock,,purifying-salt,sturdy,clear-body,0,100,100,130,45,90,35,500
935,charcadet,9,fire,,flash-fire,,flame-body,0,40,50,40,50,40,35,255
936,armarouge,9,fire,psychic,flash-fire,,weak-armor,0,85,60,100,125,80,75,525
937,ceruledge,9,fire,ghost,flash-fire,,weak-armor,0,75,125,80,60,100,85,525
938,tadbulb,9,electric,,own-tempo,static,damp,0,61,31,41,59,35,45,272
939,bellibolt,9,electric,,electromorphosis,static,damp,0,109,64,91,103,83,45,495
940,wattrel,9,electric,flying,wind-power,volt-absorb,competitive,0,40,40,35,55,40,70,280
941,kilowattrel,9,electric,flying,wind-power,volt-absorb,competitive,0,70,70,60,105,60,125,490
942,maschiff,9,dark,,intimidate,run-away,stakeout,0,60,78,60,40,51,51,340
943,mabosstiff,9,dark,,intimidate,guard-dog,stakeout,0,80,120,90,60,70,85,505
944,shroodle,9,poison,normal,unburden,pickpocket,prankster,0,40,65,35,40,35,75,290
945,grafaiai,9,poison,normal,unburden,poison-touch,prankster,0,63,95,65,80,72,110,485
946,bramblin,9,grass,ghost,wind-rider,,infiltrator,0,40,65,30,45,35,60,275
947,brambleghast,9,grass,ghost,wind-rider,,infiltrator,0,55,115,70,80,70,90,480
948,toedscool,9,ground,grass,mycelium-might,,mycelium-might,0,40,40,35,50,100,70,335
949,toedscruel,9,ground,grass,mycelium-might,,mycelium-might,0,80,70,65,80,120,100,515
950,klawf,9,rock,,anger-shell,shell-armor,regenerator,0,70,100,115,35,55,75,450
951,capsakid,9,grass,,chlorophyll,insomnia,klutz,0,50,62,40,62,40,50,304
952,scovillain,9,grass,fire,chlorophyll,insomnia,moody,0,65,108,65,108,65,75,486
953,rellor,9,bug,,compound-eyes,,shed-skin,0,41,50,60,31,58,30,270
954,rabsca,9,bug,psychic,synchronize,,telepathy,0,75,50,85,115,100,45,470
955,flittle,9,psychic,,anticipation,frisk,speed-boost,0,30,35,30,55,30,75,255
956,espathra,9,psychic,,opportunist,frisk,speed-boost,0,95,60,60,101,60,105,481
957,tinkatink,9,fairy,steel,mold-breaker,own-tempo,pickpocket,0,50,45,45,35,64,58,297
958,tinkatuff,9,fairy,steel,mold-breaker,own-tempo,pickpocket,0,65,55,55,45,82,78,380
959,tinkaton,9,fairy,steel,mold-breaker,own-tempo,pickpocket,0,85,75,77,70,105,94,506
960,wiglett,9,water,,gooey,rattled,sand-veil,0,10,55,25,35,25,95,245
961,wugtrio,9,water,,gooey,rattled,sand-veil,0,35,100,50,50,70,120,425
962,bombirdier,9,flying,dark,big-pecks,keen-eye,rocky-payload,0,70,103,85,60,85,82,485
963,finizen,9,water,,water-veil,,water-veil,0,70,45,40,45,40,75,315
964,palafin-zero,9,water,,zero-to-hero,,zero-to-hero,0,100,70,72,53,62,100,457
